Number		Dims		Class Data
964		(1, 64, 64, 3)		[b'black stork, Ciconia nigra']
965		(1, 64, 64, 3)		[b'syringe']
966		(1, 64, 64, 3)		[b'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']
967		(1, 64, 64, 3)		[b'pill bottle']
968		(1, 64, 64, 3)		[b'black widow, Latrodectus mactans']
969		(1, 64, 64, 3)		[b'slug']
970		(1, 64, 64, 3)		[b'sock']
971		(1, 64, 64, 3)		[b'pole']
972		(1, 64, 64, 3)		[b'hourglass']
973		(1, 64, 64, 3)		[b'coral reef']
974		(1, 64, 64, 3)		[b'Persian cat']
975		(1, 64, 64, 3)		[b'goldfish, Carassius auratus']
976		(1, 64, 64, 3)		[b'dumbbell']
977		(1, 64, 64, 3)		[b'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']
978		(1, 64, 64, 3)		[b'Egyptian cat']
979		(1, 64, 64, 3)		[b'grasshopper, hopper']
980		(1, 64, 64, 3)		[b'slug']
981		(1, 64, 64, 3)		[b'king penguin, Aptenodytes patagonica']
982		(1, 64, 64, 3)		[b'cannon']
983		(1, 64, 64, 3)		[b'umbrella']
984		(1, 64, 64, 3)		[b'vestment']
985		(1, 64, 64, 3)		[b'chimpanzee, chimp, Pan troglodytes']
986		(1, 64, 64, 3)		[b'iPod']
987		(1, 64, 64, 3)		[b'spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish']
988		(1, 64, 64, 3)		[b'acorn']
989		(1, 64, 64, 3)		[b'beaker']
990		(1, 64, 64, 3)		[b'lakeside, lakeshore']
991		(1, 64, 64, 3)		[b'bison']
992		(1, 64, 64, 3)		[b'German shepherd, German shepherd dog, German police dog, alsatian']
993		(1, 64, 64, 3)		[b'Arabian camel, dromedary, Camelus dromedarius']
994		(1, 64, 64, 3)		[b'cockroach, roach']
995		(1, 64, 64, 3)		[b'sunglasses, dark glasses, shades']
996		(1, 64, 64, 3)		[b'trolleybus, trolley coach, trackless trolley']
997		(1, 64, 64, 3)		[b'tabby, tabby cat']
998		(1, 64, 64, 3)		[b'trolleybus, trolley coach, trackless trolley']
999		(1, 64, 64, 3)		[b'albatross, mollymawk']
