Number		Dims		Class Data
959		(1, 64, 64, 3)		[b'centipede']
960		(1, 64, 64, 3)		[b'Egyptian cat']
961		(1, 64, 64, 3)		[b'convertible']
962		(1, 64, 64, 3)		[b'cliff dwelling']
963		(1, 64, 64, 3)		[b'candle, taper, wax light']
964		(1, 64, 64, 3)		[b'king penguin, Aptenodytes patagonica']
965		(1, 64, 64, 3)		[b'barrel, cask']
966		(1, 64, 64, 3)		[b'goldfish, Carassius auratus']
967		(1, 64, 64, 3)		[b'mantis, mantid']
968		(1, 64, 64, 3)		[b'German shepherd, German shepherd dog, German police dog, alsatian']
969		(1, 64, 64, 3)		[b'bathtub, bathing tub, bath, tub']
970		(1, 64, 64, 3)		[b'remote control, remote']
971		(1, 64, 64, 3)		[b'military uniform']
972		(1, 64, 64, 3)		[b'dam, dike, dyke']
973		(1, 64, 64, 3)		[b'tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui']
974		(1, 64, 64, 3)		[b'pill bottle']
975		(1, 64, 64, 3)		[b'bannister, banister, balustrade, balusters, handrail']
976		(1, 64, 64, 3)		[b'umbrella']
977		(1, 64, 64, 3)		[b'convertible']
978		(1, 64, 64, 3)		[b'Persian cat']
979		(1, 64, 64, 3)		[b'alp']
980		(1, 64, 64, 3)		[b'American alligator, Alligator mississipiensis']
981		(1, 64, 64, 3)		[b'dumbbell']
982		(1, 64, 64, 3)		[b'bee']
983		(1, 64, 64, 3)		[b'thatch, thatched roof']
984		(1, 64, 64, 3)		[b'triumphal arch']
985		(1, 64, 64, 3)		[b'centipede']
986		(1, 64, 64, 3)		[b'frying pan, frypan, skillet']
987		(1, 64, 64, 3)		[b'wok']
988		(1, 64, 64, 3)		[b'syringe']
989		(1, 64, 64, 3)		[b'cannon']
990		(1, 64, 64, 3)		[b'monarch, monarch butterfly, milkweed butterfly, Danaus plexippus']
991		(1, 64, 64, 3)		[b'binoculars, field glasses, opera glasses']
992		(1, 64, 64, 3)		[b'organ, pipe organ']
993		(1, 64, 64, 3)		[b'torch']
994		(1, 64, 64, 3)		[b'ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle']
995		(1, 64, 64, 3)		[b'school bus']
996		(1, 64, 64, 3)		[b'rocking chair, rocker']
997		(1, 64, 64, 3)		[b'bow tie, bow-tie, bowtie']
998		(1, 64, 64, 3)		[b'snail']
999		(1, 64, 64, 3)		[b'jinrikisha, ricksha, rickshaw']
